user_id,followers,friends,longevity,len_description,len_name,retweeted,replied,favorited,num_hashtags,num_urls,num_mentions,favorite_tweets,total_tweets,total_replies,freq_tweets,freq_replies,label,net_tweets,freq_nettweets,verified
32179000,58,483,5.833333333333332,0.0,10,0.08333333333333333,0.08333333333333333,0.0,0.0,0.25,0.25,0,12,3.0,0.00563380281690141,0.0014084507042253524,Fake,9.0,0.004225352112676056,0.16310753164999997
33438880,17,459,5.833333333333332,0.0,10,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0,7,1.0,0.003292568203198495,0.00047036688617121356,Fake,6.0,0.002822201317027281,0.22354237999000023
33869550,16,344,5.833333333333332,0.0,8,727.5,24.5,217.5,0.5,0.0,1.5,3,2,0.0,0.0009411764705882351,0.0,Fake,2.0,0.0009411764705882351,0.31374205597000016
34461690,14,582,5.833333333333332,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.00047103155911446063,0.0,Fake,1.0,0.00047103155911446063,0.3871830184
34589722,11,589,5.833333333333332,0.0,12,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,0.00047103155911446063,0.00047103155911446063,Fake,0.0,0.0,0.3871830184
34762630,66,798,5.833333333333332,23.0,8,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896,0,29,2.0,0.013659915214319359,0.0009420631182289213,Fake,27.0,0.012717852096090438,0.32721981244000015
35008954,5,538,5.833333333333332,0.0,10,2316.8030303030305,0.0,0.0,1.003030303030303,0.015151515151515154,0.02424242424242424,12,330,1.0,0.15551366635249764,0.000471253534401508,Fake,329.0,0.15504241281809614,0.25362961948000007
35959749,112,618,5.833333333333332,1.0,11,0.16379310344827586,0.03448275862068965,0.1206896551724138,0.05172413793103448,0.3448275862068966,0.3362068965517241,2,116,24.0,0.05476864966949953,0.0113314447592068,Fake,92.0,0.04343720491029273,0.27848228940000025
36299291,67,711,5.833333333333332,9.0,11,8.41655266757866,0.04103967168262654,0.027359781121751026,0.06839945280437756,0.0957592339261286,0.20998632010943916,4,1462,116.0,0.6905999055266887,0.0547945205479452,Fake,1346.0,0.6358053849787435,0.19919933510999996
36943266,12,681,5.75,17.0,8,446.70689655172407,337.6379310344828,119.8793103448276,0.03448275862068965,0.03448275862068965,0.1896551724137931,4,58,2.0,0.02742316784869976,0.0009456264775413713,Fake,56.0,0.02647754137115839,0.28865005492000007
38021637,11,604,5.75,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.00047370914258645187,0.0,Fake,1.0,0.00047370914258645187,0.3871830184
38520305,8,324,5.75,0.0,9,4682.959183673469,1.3945578231292517,944.0340136054422,0.8095238095238095,0.10884353741496597,0.30612244897959184,20,147,4.0,0.06970128022759603,0.0018966334755808442,Fake,143.0,0.06780464675201517,0.3207706418199999
39321660,12,549,5.75,0.0,10,1162.275641025641,0.0,0.0,1.0320512820512822,0.008547008547008548,0.02564102564102564,16,468,2.0,0.22232779097387173,0.0009501187648456057,Fake,466.0,0.22137767220902613,0.2441434216200002
39328305,109,425,5.75,21.0,13,14.877777777777776,3.611111111111111,2.6,0.6666666666666666,0.2222222222222222,0.7888888888888889,0,90,35.0,0.04275534441805225,0.0166270783847981,Fake,55.0,0.02612826603325416,0.3119254325650003
40010436,9,188,5.75,8.0,9,0.0,0.09090909090909093,0.0,0.0,0.8181818181818182,0.18181818181818185,0,11,1.0,0.005233111322549952,0.0004757373929590866,Fake,10.0,0.004757373929590866,0.19214868890999998
42570158,55,1249,5.75,0.0,11,2.9411764705882355,0.4117647058823529,1.4117647058823528,0.0,0.2352941176470588,0.5294117647058824,0,17,8.0,0.008133971291866028,0.0038277511961722493,Fake,9.0,0.00430622009569378,0.1958116529875
44091292,18,535,5.666666666666668,4.0,8,0.03333333333333333,0.0,0.0,0.1,0.16666666666666666,0.06666666666666668,1,30,2.0,0.014402304368698991,0.0009601536245799329,Fake,28.0,0.01344215074411906,0.2561864991700001
45107336,164,1153,5.666666666666668,22.0,14,389.40301003344484,12.98494983277592,96.57190635451504,0.27591973244147155,0.06856187290969899,0.45986622073578604,7,598,44.0,0.28763828763828764,0.021164021164021163,Fake,554.0,0.2664742664742665,0.24145212983250006
46071929,37,406,5.666666666666668,0.0,7,0.0,0.0625,0.0,0.0,0.0625,0.4375,0,16,5.0,0.007710843373493974,0.002409638554216868,Fake,11.0,0.005301204819277107,0.17268456889749997
46553408,3,593,5.666666666666668,0.0,6,0.0,0.0,0.0,0.0,0.75,0.0,0,4,0.0,0.0019295706705258079,0.0,Fake,4.0,0.0019295706705258079,0.20361984647000006
47497854,8,1002,5.666666666666668,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.00048332527791203475,0.0,Fake,1.0,0.00048332527791203475,0.3871830184
47722321,7,435,5.666666666666668,0.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0,9,0.0,0.0043499275012083135,0.0,Fake,9.0,0.0043499275012083135,0.20327685304000004
48336195,10,537,5.666666666666668,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004837929366231253,0.0,Fake,1.0,0.0004837929366231253,0.3871830184
48364513,30,566,5.666666666666668,14.0,11,527.6739130434784,93.71739130434784,36.65217391304348,0.07971014492753623,0.15942028985507245,0.6159420289855072,0,138,54.0,0.06676342525399129,0.02612481857764877,Fake,84.0,0.040638606676342524,0.1944365447925
48638750,60,368,5.666666666666668,20.0,15,0.01694915254237288,0.0,0.00847457627118644,0.0,0.5508474576271186,0.01694915254237288,0,118,2.0,0.057115198451113264,0.0009680542110358179,Fake,116.0,0.05614714424007745,0.33992118155000006
50055682,11,562,5.666666666666668,0.0,10,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0,49,2.0,0.02376333656644035,0.0009699321047526672,Fake,47.0,0.02279340446168768,0.2853133588500001
50342870,6,585,5.666666666666668,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.000485201358563804,0.0,Fake,1.0,0.000485201358563804,0.3871830184
50449844,27,475,5.666666666666668,0.0,7,0.0,0.006369426751592357,0.006369426751592357,0.025477707006369428,0.9490445859872612,0.1592356687898089,3,157,1.0,0.07617661329451722,0.000485201358563804,Fake,156.0,0.07569141193595343,0.19187071240999998
50660716,11,565,5.666666666666668,0.0,7,18863.13888888889,2.9722222222222223,3761.277777777778,0.4444444444444444,0.08333333333333333,0.25,12,36,0.0,0.017475728155339806,0.0,Fake,36.0,0.017475728155339806,0.26974626789000006
51184465,10,434,5.666666666666668,0.0,7,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0,9,0.0,0.004371053909664886,0.0,Fake,9.0,0.004371053909664886,0.17629587188
52346698,4,565,5.666666666666668,0.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0,4,0.0,0.0019464720194647203,0.0,Fake,4.0,0.0019464720194647203,0.20361984647000006
54047372,3,519,5.583333333333332,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004878048780487805,0.0,Fake,1.0,0.0004878048780487805,0.3871830184
54244742,169,735,5.583333333333332,0.0,12,25.62589928057554,0.17266187050359713,0.8489208633093526,0.07913669064748201,0.11510791366906475,0.6690647482014388,0,139,75.0,0.06783796974133724,0.03660322108345535,Fake,64.0,0.031234748657881894,0.17283047088500006
55197144,7,942,5.583333333333332,0.0,6,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0004887585532746823,0.0,Fake,1.0,0.0004887585532746823,0.3871830184
55398486,14,1034,5.583333333333332,0.0,9,0.0,0.0,0.0,0.5384615384615384,0.3461538461538461,0.3461538461538461,1,26,0.0,0.01270772238514174,0.0,Fake,26.0,0.01270772238514174,0.25004281411999996
55639200,3,337,5.583333333333332,0.0,8,0.0,0.0,0.0,0.0,0.0,0.09090909090909093,0,11,1.0,0.0053789731051344745,0.0004889975550122249,Fake,10.0,0.004889975550122249,0.18524955165999998
55825155,12,373,5.583333333333332,0.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0,12,6.0,0.005870841487279843,0.0029354207436399216,Fake,6.0,0.0029354207436399216,0.23809528044000008
55962452,15,394,5.583333333333332,6.0,11,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0,17,0.0,0.008317025440313111,0.0,Fake,17.0,0.008317025440313111,0.13649698986749995
56163699,7,576,5.583333333333332,0.0,7,0.0,0.0,0.0,0.0,0.5,0.0,0,2,0.0,0.0009789525208027412,0.0,Fake,2.0,0.0009789525208027412,0.27174467601000013
56232036,15,412,5.583333333333332,18.0,6,247.31932773109244,0.008403361344537815,0.01680672268907563,0.8655462184873951,0.04201680672268908,0.04201680672268908,0,119,3.0,0.058276199804113624,0.0014691478942213516,Fake,116.0,0.05680705190989226,0.35220587926999997
56484656,31,593,5.583333333333332,0.0,9,1.2173913043478262,0.21739130434782608,0.043478260869565216,0.0,0.3043478260869565,0.8260869565217391,0,23,8.0,0.011263467189030362,0.0039177277179236044,Fake,15.0,0.007345739471106758,0.2817773740600001
57475867,12,979,5.583333333333332,0.0,12,0.0,0.0,0.0,0.5238095238095238,0.7857142857142857,0.07142857142857142,0,42,4.0,0.020598332515939184,0.0019617459538989698,Fake,38.0,0.018636586562040217,0.2647163969800001
57710065,6,449,5.583333333333332,0.0,8,871.4285714285713,0.2087912087912088,0.25274725274725274,0.0,0.956043956043956,0.8681318681318682,0,91,79.0,0.044651619234543666,0.03876349362119725,Fake,12.0,0.005888125613346418,0.25313762252999994
57757511,17,469,5.583333333333332,0.0,12,168.0,4.0,2.3846153846153846,0.4615384615384616,0.07692307692307693,0.8461538461538461,3,13,5.0,0.006378802747791953,0.0024533856722276748,Fake,8.0,0.003925417075564278,0.20885211059000006
58384179,7,350,5.583333333333332,0.0,9,0.0,0.0,0.0,0.0,0.0,0.25,0,8,1.0,0.003931203931203931,0.0004914004914004914,Fake,7.0,0.0034398034398034397,0.19686710591000012
58524901,5,502,5.583333333333332,0.0,8,422.0,0.0,0.0,2.0,0.0,1.0,0,1,0.0,0.0004914004914004914,0.0,Fake,1.0,0.0004914004914004914,0.3871830184
59568791,6,305,5.583333333333332,3.0,12,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0,11,0.0,0.005413385826771654,0.0,Fake,11.0,0.005413385826771654,0.18354678446
59989426,129,606,5.583333333333332,6.0,12,23.899391220762574,0.3268183274591477,1.4043575776994552,0.13969881448253765,0.021787888497276517,0.3726369753284204,1,3121,852.0,1.5374384236453202,0.41970443349753694,Fake,2269.0,1.1177339901477832,0.27520889113999997
60018650,11,326,5.583333333333332,0.0,11,0.0,0.0,0.0,0.0,0.09523809523809523,0.2380952380952381,0,21,4.0,0.010344827586206895,0.0019704433497536944,Fake,17.0,0.008374384236453201,0.25039525095000004
60257479,10,547,5.583333333333332,0.0,9,4289.135135135135,0.6756756756756757,3656.8108108108113,0.5405405405405406,0.08108108108108109,0.16216216216216214,11,37,0.0,0.018235584031542632,0.0,Fake,37.0,0.018235584031542632,0.2529543204600001
60346119,203,836,5.583333333333332,9.0,13,0.06403940886699508,0.0049261083743842365,0.0,0.15763546798029554,0.039408866995073885,0.10344827586206896,0,203,15.0,0.1000492853622474,0.0073928043371118786,Fake,188.0,0.09265648102513553,0.23209928865000007
60375971,6,449,5.583333333333332,0.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0,11,0.0,0.005421389847215377,0.0,Fake,11.0,0.005421389847215377,0.13927241207999994
61858165,5,298,5.583333333333332,0.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0,10,0.0,0.004940711462450593,0.0,Fake,10.0,0.004940711462450593,0.20578242323
62204600,21,345,5.5,10.0,14,4.456521739130435,0.14130434782608695,0.021739130434782608,0.13043478260869565,0.09782608695652174,0.4130434782608696,0,92,24.0,0.04549950544015826,0.011869436201780416,Fake,68.0,0.033630069238377844,0.3174508844000003
62969150,6,398,5.5,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004950495049504952,0.0,Fake,1.0,0.0004950495049504952,0.39442392500000006
63417814,119,654,5.5,0.0,9,83.62037037037038,0.0,0.3796296296296297,0.1574074074074074,0.018518518518518517,0.2777777777777778,0,108,21.0,0.0535183349851338,0.010406342913776016,Fake,87.0,0.04311199207135778,0.3121270844200002
63471589,7,538,5.5,0.0,11,0.0,0.0,0.0,0.9166666666666666,0.4166666666666667,0.8333333333333334,0,12,6.0,0.005946481665014865,0.0029732408325074326,Fake,6.0,0.0029732408325074326,0.20119588709000005
63478699,8,550,5.5,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004955401387512387,0.0,Fake,1.0,0.0004955401387512387,0.3871830184
64110707,28,545,5.5,0.0,9,0.09090909090909093,0.0,0.0,0.0,0.0,0.4545454545454545,0,11,5.0,0.005459057071960298,0.0024813895781637717,Fake,6.0,0.002977667493796526,0.17930247341999997
64891773,17,453,5.5,9.0,8,0.0,0.0,0.0,0.0,0.0,0.6,0,15,9.0,0.0074552683896620285,0.004473161033797217,Fake,6.0,0.002982107355864811,0.2160629617175001
64968114,7,644,5.5,1.0,15,1516.333333333333,0.31746031746031744,0.6507936507936508,0.5238095238095238,0.7460317460317459,1.0,0,63,0.0,0.03131212723658052,0.0,Fake,63.0,0.03131212723658052,0.29433154281
65319316,13,598,5.5,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004972650422675287,0.0,Fake,1.0,0.0004972650422675287,0.3871830184
66618364,14,558,5.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,1,17,4.0,0.00847457627118644,0.0019940179461615157,Fake,13.0,0.006480558325024925,0.16231817466749995
66618584,3,583,5.5,0.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0.0,0.0009970089730807576,0.0,Fake,2.0,0.0009970089730807576,0.27174467601000013
66984417,114,965,5.5,0.0,8,0.01254552812626467,0.003237555645487657,0.0016187778227438284,0.0016187778227438284,0.6738162687171185,0.1076487252124646,2,2471,26.0,1.2324189526184541,0.012967581047381544,Fake,2445.0,1.2194513715710724,0.10552264600966665
67041122,8,577,5.5,0.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0004987531172069825,0.0,Fake,1.0,0.0004987531172069825,0.3871830184
67828913,2,578,5.5,2.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0004995004995004995,0.0,Fake,1.0,0.0004995004995004995,0.3871830184
67856562,8,473,5.5,0.0,10,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,26,9,0.0,0.004495504495504496,0.0,Fake,9.0,0.004495504495504496,0.15902276782999997
67946273,8,528,5.5,0.0,7,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0,6,4.0,0.002997002997002997,0.001998001998001998,Fake,2.0,0.000999000999000999,0.22752335511000016
68524294,6,573,5.5,0.0,11,0.0,0.0,0.0,0.0,0.8,0.1,0,10,0.0,0.005,0.0,Fake,10.0,0.005,0.13769058997999994
69137598,3,576,5.5,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.001001001001001001,0.0,Fake,2.0,0.001001001001001001,0.27174467601000013
69406812,17,636,5.5,16.0,8,0.08384458077709611,0.1840490797546012,0.006134969325153374,0.06748466257668713,0.5746421267893661,0.3210633946830266,1,489,145.0,0.24486730095142714,0.07260891337005508,Fake,344.0,0.17225838758137205,0.17822079153699996
69412978,176,1101,5.5,26.0,14,1.0448979591836736,0.20816326530612245,0.028571428571428567,0.0163265306122449,0.2163265306122449,0.3836734693877551,15,245,71.0,0.1226840260390586,0.035553329994992486,Fake,174.0,0.0871306960440661,0.21896428617999988
69763238,1,360,5.5,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0010025062656641604,0.0,Fake,2.0,0.0010025062656641604,0.2961129475600002
70277715,6,525,5.5,0.0,13,15428.54,2.72,2708.74,0.54,0.12,0.36,9,50,0.0,0.025087807325639738,0.0,Fake,50.0,0.025087807325639738,0.27629960133
70468385,43,379,5.5,15.0,13,0.0,0.0,0.0,0.0,0.15306122448979592,0.010204081632653059,0,98,1.0,0.04917210235825389,0.0005017561465127947,Fake,97.0,0.048670346211741086,0.30573339786
72024595,3,266,5.416666666666668,0.0,9,67.17647058823529,0.0,0.05882352941176471,0.0,1.0,0.029411764705882356,0,34,0.0,0.017111222949169603,0.0,Fake,34.0,0.017111222949169603,0.32676882300000004
72186699,131,791,5.416666666666668,6.0,11,0.025605852766346592,0.0036579789666209422,0.013260173754000914,0.00045724737082761767,0.17924096936442616,0.010516689529035207,0,2187,7.0,1.1012084592145015,0.003524672708962739,Fake,2180.0,1.0976837865055389,0.13120561940000008
72348749,54,674,5.416666666666668,10.0,9,1.2573529411764706,0.22058823529411764,0.014705882352941175,0.4705882352941176,0.2867647058823529,0.08823529411764706,1,136,7.0,0.06847935548841894,0.003524672708962739,Fake,129.0,0.0649546827794562,0.33087453813
72835654,101,501,5.416666666666668,0.0,12,1.6406429391504018,0.08610792192881746,0.4535017221584386,0.07462686567164177,0.003444316877152698,0.8484500574052812,0,871,637.0,0.4390120967741936,0.32106854838709675,Fake,234.0,0.11794354838709678,0.16925123262
72849399,7,555,5.416666666666668,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0010080645161290322,0.0,Fake,2.0,0.0010080645161290322,0.27174467601000013
73473444,125,449,5.416666666666668,3.0,8,0.3424657534246575,0.0,0.0273972602739726,0.03424657534246575,0.0958904109589041,0.7602739726027398,0,146,25.0,0.07366296670030273,0.012613521695257316,Fake,121.0,0.06104944500504541,0.28182170901500003
73766975,23,204,5.416666666666668,0.0,10,101.06666666666666,1.7111111111111108,4.466666666666667,0.04444444444444445,0.08888888888888889,0.8,0,45,23.0,0.022727272727272728,0.011616161616161616,Fake,22.0,0.011111111111111113,0.2259728948400001
75683534,26,444,5.416666666666668,15.0,11,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0,6,0.0,0.0030410542321338066,0.0,Fake,6.0,0.0030410542321338066,0.2166307102600002
75921800,11,957,5.416666666666668,0.0,13,0.0,0.0,0.0,0.0,0.0,0.5,0,2,1.0,0.0010141987829614604,0.0005070993914807302,Fake,1.0,0.0005070993914807302,0.27717142760000013
76361849,47,547,5.416666666666668,6.0,9,1.3492063492063493,1.2142857142857142,2.2222222222222223,0.007936507936507936,0.0,0.4047619047619048,9,126,50.0,0.0639269406392694,0.025367833587011668,Fake,76.0,0.038559107052257735,0.19083197821250006
77243796,8,387,5.416666666666668,0.0,8,11.25,0.0625,0.8125,0.0,0.1875,0.375,0,16,4.0,0.008130081300813009,0.002032520325203252,Fake,12.0,0.006097560975609756,0.1612167224575
77293750,14,443,5.416666666666668,18.0,7,0.0,0.12,0.0,0.0,0.04,0.0,0,25,0.0,0.012703252032520323,0.0,Fake,25.0,0.012703252032520323,0.25549966504
77334182,17,366,5.416666666666668,0.0,9,5.5,0.0,0.0,0.14285714285714285,0.35714285714285715,0.7142857142857143,0,14,2.0,0.007113821138211381,0.001016260162601626,Fake,12.0,0.006097560975609756,0.1863097965275
77350242,18,483,5.416666666666668,16.0,9,0.0,0.0,0.0,0.05,0.0,0.05,1,20,1.0,0.010167768174885612,0.0005083884087442806,Fake,19.0,0.009659379766141332,0.13008451580999986
77413855,12,580,5.416666666666668,0.0,6,946.4851157662623,0.26681367144432194,0.3715545755237045,1.0804851157662625,0.2557883131201764,0.4366041896361632,43,907,5.0,0.4611082867310625,0.002541942043721403,Fake,902.0,0.4585663446873411,0.1811821987800001
77443610,4,550,5.416666666666668,0.0,10,0.0,0.0,0.0,0.1875,1.0,0.0,0,16,0.0,0.00813421453990849,0.0,Fake,16.0,0.00813421453990849,0.12477394210749992
77668831,8,975,5.416666666666668,0.0,10,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0,6,5.0,0.003051881993896236,0.00254323499491353,Fake,1.0,0.000508646998982706,0.2449839334800002
78468090,15,701,5.416666666666668,0.0,12,0.0,0.0,0.0,0.0,0.5,0.0,0,2,0.0,0.0010188487009679065,0.0,Fake,2.0,0.0010188487009679065,0.27174467601000013
79015296,9,652,5.333333333333333,0.0,12,1838.9253731343285,0.4626865671641791,3.149253731343284,0.2388059701492537,0.7910447761194029,1.0149253731343284,0,67,0.0,0.034148827726809376,0.0,Fake,67.0,0.034148827726809376,0.29550241282999995
79749293,12,554,5.333333333333333,0.0,10,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,1,14,1.0,0.007146503318019398,0.0005104645227156713,Fake,13.0,0.006636038795303726,0.1356897984974999
79860976,4,415,5.333333333333333,0.0,11,0.0,0.0,0.0,0.0,0.875,0.125,0,8,0.0,0.00408371618172537,0.0,Fake,8.0,0.00408371618172537,0.18814511684000018
80194139,7,524,5.333333333333333,0.0,10,0.0,0.0,0.0,0.0,0.9310344827586208,0.0,0,29,0.0,0.01481859989780276,0.0,Fake,29.0,0.01481859989780276,0.27675442895999997
80479674,19,255,5.333333333333333,4.0,9,0.0,0.10344827586206896,0.03448275862068965,0.0,0.5172413793103449,0.10344827586206896,1,29,3.0,0.014826175869120653,0.0015337423312883436,Fake,26.0,0.013292433537832313,0.3500950669699999
82100136,22,495,5.333333333333333,0.0,9,6.2857142857142865,0.0,1.3095238095238095,0.14285714285714285,0.047619047619047616,0.35714285714285715,1,42,7.0,0.021538461538461538,0.0035897435897435897,Fake,35.0,0.017948717948717947,0.2818569774900001
82122078,12,696,5.333333333333333,0.0,11,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0,3,0.0,0.0015384615384615385,0.0,Fake,3.0,0.0015384615384615385,0.22635140364000012
82487179,208,866,5.333333333333333,0.0,11,157.2721563154222,0.2456385205861828,1.7808792742498256,0.17096999302163293,0.09141660851360782,0.6413119330076762,138,1433,227.0,0.7352488455618266,0.116469984607491,Fake,1206.0,0.6187788609543355,0.1869512143700001
82529943,68,728,5.333333333333333,17.0,14,22.03086419753086,3.7860082304526745,5.288065843621398,0.37448559670781895,0.047325102880658436,0.2613168724279835,19,486,62.0,0.24948665297741274,0.031827515400410684,Fake,424.0,0.2176591375770021,0.17572798897999994
83293188,198,1045,5.333333333333333,7.0,7,237.6032225579053,1.6354481369587108,19.2527693856999,0.2396777442094663,0.28298086606243705,0.6092648539778449,217,993,283.0,0.5105398457583548,0.1455012853470437,Fake,710.0,0.3650385604113111,0.12017634281000003
83697927,26,588,5.333333333333333,0.0,13,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0,14,1.0,0.00720164609053498,0.00051440329218107,Fake,13.0,0.006687242798353909,0.1356897984974999
83895093,4,612,5.333333333333333,24.0,13,1044.642857142857,0.5,0.6785714285714286,0.03571428571428571,0.9285714285714286,0.10714285714285714,0,28,0.0,0.014410705095213588,0.0,Fake,28.0,0.014410705095213588,0.24858398887999997
84539426,3,336,5.333333333333333,0.0,7,93.875,8.75,6.875,0.125,0.25,1.0,1,8,5.0,0.004123711340206186,0.002577319587628866,Fake,3.0,0.0015463917525773195,0.28422124293000023
87752806,3,593,5.25,5.0,10,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,3,1.0,0.0015568240788790867,0.0005189413596263622,Fake,2.0,0.0010378827192527244,0.23177815523000014
